,variable,precision,recall,f1,auc,auc+f1+prec,data_fill,transformation,resample,classifier
4624,"var7_woe,var2_woe,var4",0.9575531283260204,0.9371451539968849,0.9467988194572213,0.6437092235019898,2.5480611712852315,median,stdscl,SMOTE,DT
4625,"var7_woe,var2_woe,var5",0.9511531358068807,0.9720645128875044,0.9613024099115989,0.5001436723950468,2.4125992181135265,median,stdscl,SMOTE,DT
4626,"var7_woe,var2_woe,var6",0.9506143856408885,0.9749284027533538,0.9626178864610924,0.5772428011587397,2.4904750732607206,median,stdscl,SMOTE,DT
4627,"var7_woe,var2_woe,var7",0.9655070470130518,0.15861930362256946,0.2382444345646912,0.535253293943492,1.739004775521235,median,stdscl,SMOTE,DT
4628,"var7_woe,var2_woe,var8",0.9647374346195565,0.3807968647942521,0.5257209769502176,0.6106474239962387,2.101105835566013,median,stdscl,SMOTE,DT
4629,"var7_woe,var1_woe,var8_woe",0.9620170374864445,0.3107571722855851,0.4468743984254331,0.592217261470574,2.0011086973824517,median,stdscl,SMOTE,DT
4630,"var7_woe,var1_woe,var1",0.9537630053883659,0.9220218057579259,0.9372112438573118,0.5332680837265307,2.4242423329722085,median,stdscl,SMOTE,DT
4631,"var7_woe,var1_woe,var2",0.9674765459279525,0.25024703143579696,0.369359096975732,0.6102057586588173,1.947041401562502,median,stdscl,SMOTE,DT
4632,"var7_woe,var1_woe,var3",0.9694219299027614,0.11278031787502721,0.16322908713489545,0.5883677502017799,1.7210187672394368,median,stdscl,SMOTE,DT
4633,"var7_woe,var1_woe,var4",0.0006252303047540486,0.025004605670836892,0.0012199560885774805,0.42205126258667974,0.4238964489800113,median,stdscl,SMOTE,DT
4634,"var7_woe,var1_woe,var5",0.9508323741621092,0.9718635381600764,0.9611421349111862,0.4703690455141261,2.3823435545874214,median,stdscl,SMOTE,DT
